Designator,Mid X,Mid Y,Rotation,Layer
C1,105.4,-94.15,270.0,top
C2,105.4,-91.15,90.0,top
C3,96.175,-92.65,90.0,top
J1,107.285,-87.19,90.0,top
J2,117.1825,-92.705001,90.0,top
J3,109.42,-92.685,0.0,top
J4,93.47,-92.62,0.0,top
J5,101.0,-97.68,90.0,top
R1,106.9,-91.175,270.0,top
U1,100.83,-92.679999,270.0,top
